amount,hour,freq_1h,freq_24h,avg_spend,spend_deviation,new_device,new_merchant,weekend,night_txn,fraud
1706.94,22,0,5,289.36,4.8822,0,0,0,0,0
116.06,11,0,3,366.13,-0.6811,1,0,1,0,0
7490.64,3,3,7,1793.6,3.1746,0,0,0,1,0
404.18,8,1,7,363.04,0.113,1,0,0,0,0
3238.47,4,0,4,512.96,5.3029,0,0,1,1,1
163.2,23,1,2,6821.92,-0.9759,0,1,0,1,0
2990.69,9,1,8,83.59,34.3679,0,0,1,0,0
3004.65,20,0,4,644.27,3.658,0,0,0,0,1
1951.4,23,4,5,210.54,8.2297,0,0,1,1,1
246.75,14,0,5,1679.05,-0.8525,0,1,0,0,0
1594.51,5,1,2,354.88,3.4833,0,0,1,0,0
185.94,7,4,3,511.57,-0.6353,0,0,1,0,0
750.59,12,3,4,2349.52,-0.6802,0,0,1,0,1
5136.46,11,2,2,307.13,15.6732,0,0,0,0,0
3622.98,14,3,1,590.31,5.1288,0,0,1,0,0
1121.89,12,1,4,212.45,4.2607,1,1,1,0,0
254.12,21,0,4,118.22,1.1399,0,1,0,0,0
2888.18,13,4,7,104.84,26.2979,0,0,0,0,0
1128.98,16,2,7,81.96,12.6215,0,0,0,0,1
33.77,19,2,5,90.82,-0.6213,0,0,0,0,0
3547.31,8,0,3,225.29,14.6802,0,1,0,0,0
1057.49,9,1,6,980.52,0.0784,0,0,0,0,0
6658.68,7,1,4,261.51,24.3689,0,0,0,0,0
212.11,7,1,5,318.21,-0.3324,0,0,0,0,1
9.35,13,2,5,811.58,-0.9873,0,0,0,0,0
1666.74,10,1,3,1055.54,0.5785,0,0,0,0,0
1698.24,12,4,2,1171.54,0.4492,0,0,0,0,0
86.83,22,0,4,936.28,-0.9063,0,0,0,0,0
252.71,8,0,4,2016.35,-0.8742,0,0,1,0,0
68379.38,13,3,2,1040.36,64.6646,0,1,0,0,1
693.38,7,0,6,376.35,0.8402,0,0,0,0,1
3282.76,10,1,0,4286.46,-0.2341,0,0,0,0,0
413.23,13,5,7,3965.05,-0.8956,0,0,0,0,1
47.68,21,1,6,231.04,-0.7902,0,0,1,0,0
849.47,11,1,6,922.49,-0.0791,0,0,0,0,0
736.27,6,3,7,475.88,0.546,0,0,0,0,0
601.95,11,5,3,1617.11,-0.6274,0,0,1,0,0
923.38,8,0,3,1380.76,-0.331,0,0,0,0,0
1630.11,9,2,8,89.99,16.9254,0,0,0,0,0
875.53,14,2,7,2221.78,-0.6057,0,0,0,0,0
164.68,6,0,6,1072.89,-0.8457,0,0,1,0,1
2273.96,12,1,1,1607.82,0.4141,0,0,0,0,0
58.91,14,0,3,2020.19,-0.9704,0,0,0,0,0
50.63,12,0,7,714.93,-0.9279,0,0,1,0,0
3323.49,2,0,4,942.09,2.5251,0,1,0,1,1
2346.15,23,3,4,827.86,1.8318,0,0,0,1,0
1006.17,11,5,3,761.68,0.3206,0,0,1,0,0
135.21,17,1,1,382.49,-0.6448,0,0,0,0,0
379.23,10,1,5,582.39,-0.3482,0,0,0,0,0
739.43,12,1,5,490.03,0.5079,1,0,0,0,0
100.1,11,4,7,4972.09,-0.9797,0,0,0,0,1
361.93,10,3,4,383.5,-0.0561,0,0,0,0,0
2917.54,3,1,5,755.83,2.8563,0,0,1,1,0
9329.7,11,3,6,643.58,13.4756,0,1,0,0,1
584.55,19,3,5,1139.94,-0.4868,0,0,0,0,0
3410.9,16,1,5,730.95,3.6614,0,0,0,0,0
62.11,8,1,7,3141.17,-0.9799,0,1,0,0,0
2948.87,14,0,5,957.57,2.0774,0,0,0,0,0
328.35,19,5,7,1769.65,-0.814,0,1,0,0,1
1738.92,16,1,1,654.68,1.6536,1,0,0,0,0
756.25,8,6,6,87.79,7.5284,0,0,0,0,0
7947.57,19,1,5,337.26,22.4982,0,0,0,0,0
295.4,10,1,4,1558.34,-0.8099,0,0,1,0,0
2811.32,12,0,6,1324.54,1.1216,0,0,0,0,0
721.07,13,1,5,1714.9,-0.5792,0,0,0,0,0
864.84,18,0,1,1462.03,-0.4082,1,0,0,0,0
832.32,20,2,8,691.18,0.2039,1,0,0,0,0
308.43,20,4,7,1336.0,-0.7686,0,0,1,0,0
1073.68,0,1,5,2142.29,-0.4986,0,0,0,1,0
998.27,20,0,8,3321.33,-0.6992,0,1,1,0,1
1574.76,6,1,3,3251.32,-0.5155,0,0,0,0,0
1244.83,9,3,2,7196.49,-0.8269,0,0,1,0,0
3630.01,13,0,3,171.32,20.0719,0,0,0,0,0
4382.01,12,1,7,443.66,8.8569,0,0,1,0,0
226.8,14,2,8,201.72,0.1237,1,0,1,0,0
4036.6,12,1,5,257.43,14.6235,0,0,0,0,1
185.03,21,1,4,1984.55,-0.9063,0,0,0,0,0
2648.59,9,0,2,648.19,3.0814,0,0,0,0,0
2778.34,9,1,6,1991.05,0.3952,1,1,0,0,0
62.37,20,1,6,476.96,-0.8674,0,0,0,0,0
1260.76,7,0,7,2502.4,-0.496,0,0,0,0,0
543.08,14,1,7,841.0,-0.3538,0,0,0,0,0
351.37,15,0,1,828.22,-0.5751,0,0,0,0,0
8318.84,13,0,7,1405.99,4.9132,0,0,1,0,0
411.37,16,1,8,628.09,-0.3445,0,0,1,0,1
327.16,8,2,3,271.13,0.2059,0,0,0,0,0
1228.49,18,0,8,154.93,6.885,0,0,1,0,0
3066.78,7,3,7,3503.37,-0.1246,0,0,0,0,0
886.72,11,3,5,568.83,0.5579,0,0,0,0,0
6307.89,7,1,5,309.73,19.3034,0,0,0,0,0
2431.99,13,0,1,552.22,3.3978,0,1,0,0,1
41.79,15,1,4,229.89,-0.8147,0,0,0,0,0
495.62,21,3,6,1043.7,-0.5246,0,0,1,0,0
472.12,16,0,6,881.21,-0.4637,0,0,1,0,0
2250.8,13,1,4,1106.37,1.0335,0,0,0,0,0
21.39,20,2,6,495.89,-0.9549,0,0,0,0,0
50187.16,12,1,3,3109.02,15.1376,0,0,0,0,1
2432.17,13,2,3,1210.15,1.009,0,0,1,0,0
1371.03,14,1,4,2777.57,-0.5062,0,1,1,0,0
6453.33,11,2,4,283.99,21.6479,0,0,0,0,1
36882.08,18,1,3,2287.58,15.1161,0,0,0,0,1
4048.57,8,3,4,391.04,9.3295,0,0,0,0,1
4551.53,13,0,6,692.32,5.5662,0,0,0,0,0
1334.13,16,0,3,809.08,0.6482,1,0,0,0,1
886.88,20,2,4,552.46,0.6042,0,0,1,0,1
537.17,19,2,2,1846.21,-0.7087,0,0,0,0,0
317.61,13,2,5,1081.04,-0.7055,0,0,0,0,0
391.3,15,2,6,95.79,3.0532,0,0,1,0,0
144.63,11,2,4,3812.67,-0.9618,0,1,1,0,0
978.67,12,3,4,1678.78,-0.4168,0,0,0,0,0
87.62,20,3,2,3226.01,-0.9725,0,0,0,0,0
1460.27,20,1,5,613.04,1.3797,0,0,1,0,0
1038.47,19,0,7,528.26,0.964,0,0,0,0,0
1367.04,7,0,11,397.44,2.4335,0,0,0,0,0
501.1,18,1,3,678.79,-0.2614,0,0,0,0,0
110778.78,21,1,5,1252.19,87.398,0,0,1,0,0
8435.24,11,1,4,623.12,12.517,0,0,0,0,0
169.56,13,0,5,355.55,-0.5216,0,0,0,0,0
1555.11,17,1,9,1482.01,0.0493,1,0,0,0,1
440.54,13,0,4,562.95,-0.2171,0,0,1,0,0
239.43,23,2,12,957.61,-0.7492,0,0,0,1,0
146.92,12,0,4,179.85,-0.1821,0,0,0,0,0
2097.13,16,3,5,237.7,7.7897,0,0,0,0,0
394.62,17,0,2,308.51,0.2782,1,0,0,0,1
4683.21,13,2,7,599.43,6.8015,0,0,0,0,0
4869.14,18,1,7,308.14,14.7538,0,0,1,0,0
8611.65,13,0,3,640.16,12.4329,0,0,0,0,0
305.34,11,2,6,347.53,-0.1211,0,0,0,0,0
2237.35,7,0,9,5003.69,-0.5527,0,1,1,0,0
2831.84,11,1,8,1343.67,1.1067,0,0,0,0,0
538.47,16,1,3,527.72,0.0203,0,1,0,0,0
344.59,20,1,8,2165.76,-0.8405,0,0,0,0,0
12262.25,9,0,4,950.64,11.8865,0,1,0,0,0
1542.63,10,2,3,639.84,1.4087,0,0,1,0,0
2846.8,8,3,4,260.06,9.9085,0,0,0,0,0
319.54,16,1,3,726.0,-0.5591,0,0,0,0,0
176.1,21,1,6,576.3,-0.6932,0,0,0,0,0
466.76,15,2,5,2936.23,-0.8407,0,0,0,0,0
910.48,14,2,4,144.02,5.285,0,0,0,0,0
222.22,13,2,2,590.5,-0.6226,0,0,0,0,0
1080.56,7,1,4,315.99,2.412,0,0,0,0,1
87.12,16,1,6,448.44,-0.8039,0,0,0,0,0
204.37,14,6,3,292.19,-0.2995,0,1,0,0,1
3000.0,15,2,1,613.63,3.8826,0,0,0,0,0
2712.66,19,1,5,168.57,15.003,0,0,0,0,0
609.22,17,4,4,528.78,0.1518,0,0,1,0,0
238.26,17,1,7,1602.38,-0.8508,0,0,1,0,0
234.84,20,2,4,790.51,-0.702,0,0,0,0,0
626.47,23,1,7,857.05,-0.2687,0,0,0,1,0
2883.55,14,1,3,1493.91,0.9296,0,0,0,0,1
4413.26,7,2,6,1353.95,2.2579,0,0,1,0,1
520.71,12,0,6,265.29,0.9592,0,0,1,0,0
194.37,17,2,3,1277.46,-0.8472,0,0,0,0,0
1638.88,4,4,8,448.55,2.6478,0,0,0,1,1
318.84,6,1,8,1947.9,-0.8359,0,0,0,0,0
504.02,6,0,4,1413.3,-0.6429,0,0,1,0,0
8005.74,16,1,5,394.57,19.2409,0,0,0,0,0
3792.09,13,1,5,163.38,22.0746,0,0,0,0,1
1389.86,11,1,5,1295.32,0.0729,0,0,0,0,0
162.73,7,4,4,734.77,-0.7775,0,0,1,0,0
1505.82,16,0,5,1796.9,-0.1619,0,0,0,0,0
5399.09,10,1,3,681.63,6.9107,0,1,0,0,1
624.25,9,6,4,430.55,0.4488,0,0,1,0,0
8322.11,15,1,5,241.16,33.3707,0,0,0,0,0
7624.47,13,0,6,316.19,23.041,1,0,0,0,0
13301.06,11,1,5,2509.38,4.2988,0,0,0,0,0
1733.44,15,3,6,578.28,1.9941,0,0,0,0,0
2646.75,9,1,8,1477.81,0.7905,0,0,0,0,1
9147.91,17,3,4,248.93,35.6054,0,0,1,0,1
2145.42,9,3,6,164.08,12.0027,0,0,0,0,0
517.05,8,1,8,948.96,-0.4547,0,0,1,0,0
559.58,17,1,5,1563.49,-0.6417,0,0,1,0,0
1568.43,16,2,4,9294.67,-0.8312,0,0,0,0,0
158.25,8,2,4,122.16,0.293,0,0,1,0,0
884.58,7,4,2,272.51,2.2378,0,1,1,0,1
5680.65,18,2,7,1776.96,2.1956,0,0,1,0,0
40.98,17,2,4,227.17,-0.816,0,0,0,0,1
10956.88,10,2,8,996.08,9.99,0,0,0,0,0
5905.04,15,3,1,810.97,6.2737,0,0,0,0,0
550.24,7,1,6,2141.47,-0.7427,0,0,0,0,0
2477.7,13,3,2,2386.33,0.0383,0,0,0,0,0
1101.82,2,3,4,989.21,0.1137,0,1,1,1,0
6939.5,11,1,10,2414.39,1.8735,0,0,0,0,0
4788.75,7,1,2,1067.26,3.4837,0,0,0,0,1
134.28,12,2,8,368.45,-0.6338,0,0,0,0,0
2646.24,12,1,12,180.83,13.5585,0,0,0,0,0
805.58,12,3,8,315.96,1.5447,0,0,0,0,0
1241.72,6,1,4,307.73,3.0253,0,0,0,0,0
367.87,11,1,5,8859.3,-0.9584,0,0,0,0,0
15096.31,17,5,14,1082.6,12.9326,0,0,0,0,1
5219.17,11,4,5,322.82,15.1208,0,0,1,0,1
361.53,16,1,4,611.62,-0.4082,0,0,0,0,1
148.13,11,3,8,92.31,0.5983,0,1,0,0,0
614.92,12,2,4,405.99,0.5134,0,0,0,0,0
2104.33,13,0,8,116.03,16.9893,0,0,0,0,0
1572.32,21,1,5,585.97,1.6804,0,0,0,0,0
7184.63,7,1,2,127.1,55.0927,0,0,0,0,1
3586.31,5,0,11,403.02,7.8791,0,0,0,0,0
4695.47,14,1,3,304.09,14.3936,0,0,1,0,1
1790.56,21,1,5,370.25,3.8257,0,1,0,0,0
136.46,23,2,5,198.85,-0.3122,0,0,0,1,0
817.66,12,1,9,653.27,0.2513,0,0,0,0,0
5378.34,12,3,4,2411.13,1.2301,0,0,0,0,0
1015.07,15,1,1,3726.89,-0.7274,0,1,0,0,1
2332.36,13,1,6,108.91,20.2297,1,0,1,0,0
679.85,15,3,4,332.03,1.0444,0,0,0,0,0
233.99,19,1,4,1761.68,-0.8667,0,0,0,0,0
911.4,16,1,5,361.35,1.518,0,0,0,0,0
1743.36,13,2,5,1405.12,0.2405,0,0,0,0,0
410.13,12,1,6,867.11,-0.5264,0,0,0,0,0
770.03,15,0,4,877.11,-0.1219,0,1,0,0,0
267.95,12,2,3,114.91,1.3204,0,1,0,0,0
5877.39,12,1,8,2024.12,1.9027,0,0,1,0,0
705.08,2,1,5,2363.86,-0.7014,0,0,0,1,0
9692.75,8,1,7,469.97,19.5827,0,0,0,0,0
10863.04,12,4,6,842.98,11.8723,0,0,1,0,1
971.1,18,2,5,505.02,0.9211,0,0,0,0,0
241.61,9,0,5,686.34,-0.647,0,0,0,0,0
48.0,13,0,6,1695.75,-0.9711,0,0,0,0,0
120.54,10,1,5,311.8,-0.6115,0,0,0,0,0
139.67,7,3,5,1266.39,-0.889,0,0,0,0,1
8670.7,21,1,5,1402.12,5.1803,0,1,0,0,0
1304.71,18,1,7,1805.68,-0.2773,0,0,0,0,0
1967.28,7,0,4,672.3,1.9233,0,0,0,0,0
39.23,16,0,4,239.6,-0.8328,0,0,0,0,0
181.83,10,3,7,505.2,-0.6388,0,0,0,0,1
4148.99,23,0,5,796.04,4.2068,0,0,0,1,0
1686.08,10,0,7,1990.83,-0.153,0,1,0,0,0
879.36,9,1,10,1185.73,-0.2582,0,0,0,0,0
2558.72,14,0,7,200.01,11.7343,0,0,0,0,0
12755.23,18,2,3,142.22,88.0644,0,0,1,0,1
787.16,8,3,6,291.13,1.698,0,0,0,0,0
1216.89,16,2,3,366.75,2.3117,0,0,1,0,0
1463.95,6,2,4,280.61,4.2021,0,0,0,0,0
39662.62,20,2,6,36.4,1059.5145,0,1,0,0,0
47.04,7,1,4,271.43,-0.8237,0,0,0,0,0
3055.92,20,0,4,726.6,3.2014,0,0,1,0,0
923.15,12,1,3,2249.03,-0.5893,0,0,0,0,0
2566.14,12,1,5,2447.44,0.0485,0,1,0,0,0
409.09,22,0,6,1719.0,-0.7616,0,0,1,0,0
1018.97,23,2,5,804.64,0.266,1,1,1,1,0
3187.89,15,2,6,4208.09,-0.2424,0,0,0,0,0
116934.04,7,3,8,550.61,210.9903,0,0,1,0,1
3685.1,13,3,4,1189.03,2.0975,0,0,0,0,1
307.32,13,1,4,533.87,-0.4235,0,0,1,0,0
580.77,13,0,6,644.49,-0.0987,0,0,1,0,0
555.51,14,0,4,1423.82,-0.6094,0,0,0,0,0
74.18,2,1,5,277.95,-0.7305,0,0,0,1,1
668.39,16,1,6,1439.07,-0.5352,0,0,0,0,0
3291.98,16,5,11,336.47,8.7579,0,0,0,0,1
162.17,7,1,3,841.93,-0.8064,0,0,1,0,0
5285.51,14,2,7,1012.98,4.2136,0,0,0,0,1
2279.39,14,0,5,1323.91,0.7212,0,0,0,0,1
364.55,15,1,4,579.99,-0.3708,0,0,0,0,0
886.88,7,1,5,174.97,4.0457,0,1,0,0,0
12057.99,15,3,2,2375.62,4.074,1,0,1,0,1
3295.53,9,2,6,783.99,3.1994,0,1,0,0,0
1111.18,13,2,3,191.61,4.7742,0,0,0,0,0
767.76,17,4,10,9809.9,-0.9216,0,0,0,0,0
1230.18,16,2,6,1649.48,-0.254,0,0,0,0,0
508.95,7,0,5,2593.31,-0.8034,0,0,0,0,0
46.66,14,1,1,563.6,-0.9156,1,0,0,0,0
23465.04,22,1,9,3486.87,5.7279,0,0,0,0,1
1384.35,8,2,3,205.35,5.7135,0,0,0,0,0
1992.65,18,3,4,848.42,1.3471,0,0,0,0,1
1005.4,16,4,6,1082.16,-0.0709,0,0,0,0,1
364.06,17,3,5,257.99,0.4095,0,0,0,0,0
829.74,9,4,2,421.38,0.9668,0,0,0,0,1
99.57,9,2,8,616.34,-0.8371,0,1,0,0,1
33377.25,20,3,6,139.95,235.8086,0,0,0,0,0
172.13,11,0,3,968.53,-0.8214,0,0,1,0,0
233.24,6,1,4,392.4,-0.4046,0,0,0,0,0
566.58,14,1,3,616.58,-0.081,0,0,0,0,0
7571.25,7,2,5,1643.04,3.6059,0,0,1,0,0
1120.76,17,2,4,1313.9,-0.1469,0,0,0,0,0
171.71,15,2,8,286.07,-0.3984,0,0,0,0,0
7197.63,19,1,5,467.74,14.3574,0,0,0,0,0
3282.96,17,2,5,410.75,6.9756,0,0,0,0,1
2459.35,7,1,5,368.14,5.6651,0,0,1,0,1
3208.64,11,0,6,459.24,5.9739,0,1,1,0,1
39796.84,17,0,3,426.73,92.0453,0,0,0,0,0
29075.24,11,1,2,320.5,89.4388,0,0,1,0,0
391.48,22,2,4,165.25,1.3607,0,0,0,0,0
12529.33,16,3,7,800.52,14.6331,0,0,0,0,0
1948.38,2,1,3,357.07,4.4441,0,0,1,1,1
2318.43,19,0,5,272.05,7.4946,0,0,1,0,0
86.63,7,3,4,292.65,-0.7016,0,1,1,0,0
849.31,7,0,6,704.6,0.2051,0,0,1,0,1
324.01,16,1,5,169.56,0.9055,0,1,1,0,0
3797.46,19,0,6,3751.75,0.0122,0,0,0,0,0
5467.74,13,2,6,1102.74,3.9547,0,0,0,0,0
48.83,9,3,5,414.1,-0.88,0,1,1,0,0
1060.98,10,3,4,181.07,4.833,0,0,1,0,0
5900.5,10,3,3,1499.42,2.9332,0,1,1,0,0
828.8,10,2,6,396.57,1.0872,0,0,0,0,0
3273.44,9,1,6,176.68,17.4286,0,0,1,0,1
1857.06,14,0,0,305.51,5.062,0,0,0,0,0
1830.77,19,2,3,282.44,5.4626,1,0,0,0,0
729.99,10,0,5,858.3,-0.1493,0,0,1,0,0
176.82,8,2,3,416.67,-0.5743,0,0,1,0,0
203.92,18,2,2,1392.18,-0.8529,0,0,0,0,0
3178.07,16,1,5,490.97,5.4619,0,0,0,0,0
1129.11,20,3,7,795.99,0.418,0,0,0,0,0
890.9,8,0,7,207.69,3.2739,0,0,0,0,1
580.66,8,0,4,556.49,0.0434,0,0,0,0,1
693.82,13,0,3,489.7,0.416,0,1,0,0,1
5273.07,14,0,8,652.62,7.069,0,1,0,0,1
663.24,12,2,5,417.61,0.5868,0,0,1,0,0
146.7,14,0,5,322.86,-0.5439,0,0,0,0,0
3345.86,8,0,6,390.33,7.5525,0,0,1,0,0
806.48,12,3,7,208.22,2.8595,0,0,0,0,1
1149.51,15,1,4,880.83,0.3047,0,0,0,0,0
12226.58,12,4,6,487.42,24.0351,0,0,1,0,0
1063.33,15,1,4,94.51,10.1441,0,1,0,0,1
1692.18,12,1,6,819.13,1.0645,0,0,0,0,0
187.09,10,0,2,241.16,-0.2232,1,0,0,0,0
788.79,10,3,5,295.42,1.6644,0,0,0,0,0
2736.1,11,0,3,17620.11,-0.8447,0,0,0,0,0
106.37,3,5,3,1152.5,-0.9069,0,0,1,1,1
1482.18,15,0,3,381.83,2.8742,0,0,0,0,0
1275.62,18,0,8,690.74,0.8455,0,0,0,0,0
1166.7,10,1,4,490.22,1.3772,0,0,0,0,0
5196.49,6,2,11,13572.47,-0.6171,0,0,0,0,0
1811.04,23,4,5,898.96,1.0135,0,0,0,1,0
10067.9,9,1,3,1137.82,7.8415,0,0,0,0,1
247.06,7,3,7,140.75,0.75,0,0,0,0,0
1344.65,11,3,7,591.93,1.2695,0,0,0,0,1
1244.76,16,1,2,244.76,4.0691,0,0,0,0,1
220.55,9,0,9,1819.73,-0.8783,0,0,0,0,0
4602.9,14,1,3,2573.17,0.7885,0,0,1,0,0
35846.81,11,2,9,236.43,149.9855,0,0,0,0,0
1069.01,7,0,4,214.69,3.9609,0,0,0,0,1
2339.12,10,0,2,234.08,8.9545,0,1,0,0,1
1244.86,16,0,6,4630.53,-0.731,0,0,0,0,0
376.01,14,0,3,334.86,0.1225,0,0,0,0,1
71.44,7,3,6,487.29,-0.8516,0,0,0,0,0
380.44,8,0,8,1168.58,-0.6739,0,0,0,0,0
135.92,15,0,3,81.42,0.6613,0,0,1,0,0
14131.38,18,3,6,1467.94,8.6208,0,0,0,0,0
922.73,10,0,7,962.29,-0.0411,0,0,0,0,0
652.7,14,0,3,204.51,2.1809,0,0,0,0,1
4161.92,8,1,1,338.99,11.2441,0,0,0,0,0
203.85,10,2,6,328.2,-0.3777,0,0,0,0,0
347.13,2,0,5,1142.97,-0.6957,0,0,0,1,1
1214.53,17,1,7,2090.05,-0.4187,0,0,1,0,0
5131.5,11,1,5,589.96,7.685,0,0,0,0,0
2327.45,18,0,5,1493.97,0.5575,0,0,0,0,0
1591.59,16,2,5,307.07,4.1696,0,1,0,0,1
1232.96,18,1,10,671.16,0.8358,0,0,0,0,0
1998.9,9,0,11,422.36,3.7239,0,0,0,0,1
1483.97,8,1,3,577.61,1.5664,0,0,0,0,1
233.93,22,3,8,229.45,0.0195,0,0,0,0,0
1175.11,16,3,4,115.83,9.0666,0,0,1,0,0
219.09,18,2,3,876.77,-0.7493,0,0,1,0,0
1238.46,1,2,5,515.76,1.3985,0,0,0,1,0
533.27,10,0,4,431.9,0.2342,0,0,0,0,1
49467.56,16,0,8,567.74,85.9788,0,0,0,0,1
1032.93,7,0,10,1736.86,-0.4051,0,0,1,0,0
133.44,14,4,6,74.41,0.7827,0,0,0,0,0
896.71,12,0,4,9685.31,-0.9073,0,0,1,0,0
2389.97,2,4,4,262.92,8.0594,0,0,1,1,0
13494.61,9,2,5,388.96,33.6079,0,0,0,0,0
452.97,9,0,6,2322.49,-0.8046,0,0,0,0,1
102.14,7,2,5,2587.9,-0.9602,0,0,1,0,0
3734.08,15,4,5,115.94,30.9391,0,0,0,0,1
138.26,9,1,1,272.65,-0.4911,0,0,0,0,0
570.07,9,1,6,821.91,-0.306,0,1,0,0,0
745.14,19,0,3,221.59,2.3521,1,0,0,0,1
987.87,12,3,7,1046.63,-0.0561,0,0,0,0,0
3083.27,11,1,5,572.15,4.3813,0,0,0,0,0
393.29,16,0,5,101.61,2.8425,0,0,1,0,0
727.35,20,1,1,2146.2,-0.6608,0,0,0,0,0
1073.41,3,3,4,1425.32,-0.2467,0,1,0,1,0
1372.51,12,0,6,785.95,0.7454,1,1,0,0,1
1269.96,14,1,8,4041.56,-0.6856,0,0,0,0,0
2109.08,10,1,3,1106.23,0.9057,0,0,1,0,0
3888.42,17,1,3,257.55,14.0431,0,0,0,0,0
1976.24,22,2,6,168.1,10.6926,0,0,0,0,0
2165.44,21,3,6,64.69,31.978,0,0,0,0,1
102.17,9,3,8,230.78,-0.5549,1,0,0,0,0
1182.45,9,0,8,874.79,0.3513,0,0,1,0,0
2251.3,21,0,4,544.65,3.1278,0,0,0,0,1
3272.83,12,3,4,448.72,6.2796,0,0,0,0,0
388.18,8,2,8,833.18,-0.5335,0,0,0,0,0
408.07,16,6,4,843.2,-0.5154,0,0,0,0,0
463.52,9,3,9,1986.94,-0.7663,0,0,0,0,0
2451.91,9,2,5,1389.99,0.7634,0,0,1,0,0
5171.0,19,3,4,580.59,7.8928,0,0,1,0,0
595.15,8,0,7,513.21,0.1593,1,0,1,0,0
4281.01,6,2,8,1645.96,1.5999,0,0,0,0,0
1319.78,9,1,4,822.05,0.6047,0,0,0,0,0
910.12,14,4,6,392.67,1.3144,0,0,0,0,1
798.65,7,1,2,157.64,4.0406,0,0,1,0,0
3360.74,12,3,7,3037.59,0.1063,0,1,0,0,0
1787.13,15,0,4,2045.09,-0.1261,0,0,0,0,0
33314.17,18,0,4,339.75,96.7693,0,0,0,0,1
305.41,9,1,6,791.31,-0.6133,0,1,0,0,0
2385.47,18,2,3,1428.36,0.6696,0,0,0,0,0
495.81,9,0,4,2118.79,-0.7656,0,0,0,0,0
297.7,15,0,6,652.51,-0.5429,0,0,0,0,0
1078.9,12,1,2,149.65,6.1681,0,0,0,0,0
1347.53,7,1,7,1554.13,-0.1329,0,0,0,0,0
87313.5,16,1,4,219.37,395.2188,0,0,0,0,0
831.96,8,0,5,381.58,1.1772,0,0,1,0,0
201.29,8,1,8,612.13,-0.6701,0,0,0,0,0
1651.63,10,2,5,796.92,1.0712,0,0,0,0,0
48.82,15,3,4,727.95,-0.9317,0,0,0,0,0
955.34,9,1,6,5040.1,-0.8103,0,1,0,0,0
1123.31,8,1,7,768.15,0.4618,0,0,0,0,0
3611.58,0,0,4,254.64,13.1315,0,0,0,1,0
4724.1,12,2,6,39.78,114.8701,0,0,0,0,0
515.25,12,2,8,523.74,-0.0162,0,0,0,0,0
874.87,9,0,3,803.24,0.0891,1,0,1,0,0
347.52,6,0,8,4622.34,-0.9246,0,0,0,0,0
201.93,12,0,10,74.86,1.6751,0,1,1,0,0
1745.58,17,3,7,3036.64,-0.425,0,0,0,0,1
162.33,16,3,4,1525.73,-0.893,0,0,0,0,0
588.78,18,2,6,1844.04,-0.6803,0,0,1,0,0
246.47,0,1,3,976.95,-0.7469,0,0,0,1,0
2501.2,22,3,1,121.46,19.4325,0,0,1,0,1
16352.65,10,1,3,131.32,122.5905,0,0,0,0,0
155.65,23,3,1,287.85,-0.4577,0,0,0,1,0
68.07,9,1,2,1810.47,-0.9619,0,0,0,0,0
909.3,12,1,5,704.14,0.2909,0,0,1,0,0
1122.76,10,0,6,644.3,0.7415,0,1,1,0,0
1522.32,10,0,7,965.88,0.5755,1,1,0,0,0
561.45,18,1,1,1396.9,-0.5976,0,0,0,0,0
811.63,16,0,7,409.45,0.9799,0,0,1,0,0
1903.15,23,2,4,480.79,2.9522,0,0,0,1,1
5222.06,14,3,5,428.12,11.1716,0,0,1,0,0
58.41,12,1,3,409.75,-0.8554,0,0,0,0,1
630.55,7,2,4,369.32,0.7054,0,0,1,0,0
1511.28,23,2,4,1823.7,-0.1712,0,0,0,1,0
276.73,13,2,3,2009.3,-0.8618,0,0,0,0,0
14716.94,16,0,3,1384.36,9.6239,0,0,0,0,0
422.79,11,2,6,160.61,1.6223,1,0,0,0,0
1030.77,13,3,5,478.15,1.1533,0,0,0,0,1
2525.09,21,2,4,218.99,10.4827,0,0,0,0,0
451.72,8,0,6,615.63,-0.2658,0,0,0,0,1
68.73,9,1,3,1096.04,-0.9364,0,0,1,0,0
576.52,8,2,6,1112.48,-0.4813,0,0,0,0,0
5136.67,17,1,4,192.73,25.5193,1,0,0,0,1
661.6,6,1,7,3009.5,-0.7799,0,0,0,0,0
308.08,7,2,9,169.66,0.811,0,0,0,0,0
4396.25,10,3,9,655.21,5.701,0,0,0,0,0
667.7,13,1,2,1708.27,-0.6088,0,0,0,0,0
510.18,11,1,1,1084.68,-0.5292,0,0,0,0,0
1372.22,6,1,2,754.44,0.8178,0,0,0,0,1
3484.66,21,1,8,702.3,3.9561,0,1,0,0,1
39048.91,21,3,9,293.14,131.7617,0,1,0,0,1
3792.78,9,3,2,2138.33,0.7734,0,0,0,0,0
6246.4,16,1,9,444.8,13.0138,0,0,0,0,1
513.4,14,1,7,124.73,3.0913,0,0,0,0,0
235.38,9,2,3,395.0,-0.4031,0,0,0,0,0
1204.11,9,1,8,629.92,0.9101,0,0,0,0,0
1287.88,12,3,9,728.79,0.7661,0,1,1,0,0
217.51,11,1,4,1191.16,-0.8167,0,0,0,0,0
843.08,9,3,3,1535.12,-0.4505,0,0,1,0,0
1996.15,17,0,7,170.92,10.6168,0,0,0,0,0
1882.94,12,1,5,400.95,3.687,0,0,1,0,1
2336.55,15,3,4,273.06,7.5295,0,1,0,0,0
1696.71,8,1,2,910.35,0.8629,0,0,1,0,0
